ticket,symbol,direction,opened_at,closed_at,entry_price,exit_price,sl,tp,risk_price,sl_reason,lot,score,grade,reason,pnl
15,XAUUSDm,buy,2026-04-21T12:10:00+00:00,2026-04-21T12:20:00+00:00,4791.263,4781.263,4781.263,4821.263,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,sl_hit,-20.0
16,XAUUSDm,buy,2026-04-21T12:20:00+00:00,2026-04-21T12:30:00+00:00,4782.766,4772.766,4772.766,4812.766,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,sl_hit,-20.0
17,XAUUSDm,sell,2026-04-22T12:10:00+00:00,2026-04-22T13:35:00+00:00,4752.331,4751.247,4751.247,4703.435,10.0,internal_structure_anchor+sl_floor(10.000),0.02,9,B,sl_hit,2.168
18,XAUUSDm,sell,2026-04-22T14:30:00+00:00,2026-04-23T00:10:00+00:00,4736.077,4712.786,4712.786,4668.161,14.159,internal_structure_anchor+sl_floor(14.159),0.01,8,B,sl_hit,23.291
19,XAUUSDm,sell,2026-04-23T17:00:00+00:00,2026-04-23T17:05:00+00:00,4730.76,4719.143,4719.143,4700.229,10.177,aggressive_ob_boundary+sl_floor(10.177),0.02,10,A+,sl_hit,23.234
20,XAUUSDm,sell,2026-04-24T04:15:00+00:00,2026-04-24T04:45:00+00:00,4669.263,4672.574,4672.574,4639.263,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,sl_hit,-6.622
21,XAUUSDm,sell,2026-04-24T09:20:00+00:00,2026-04-24T11:00:00+00:00,4686.622,4689.541,4689.541,4644.273,10.0,internal_structure_anchor+sl_floor(10.000),0.02,9,B,sl_hit,-5.838
22,XAUUSDm,sell,2026-04-24T20:00:00+00:00,2026-04-26T22:05:00+00:00,4716.613,4691.617,4691.617,4664.091,10.0,aggressive_ob_boundary+sl_floor(10.000),0.02,10,A+,sl_hit,49.992
23,XAUUSDm,sell,2026-04-27T14:00:00+00:00,2026-04-27T15:00:00+00:00,4694.038,4678.927,4678.927,4657.574,11.207,internal_structure_anchor+sl_floor(11.207),0.02,8,B,sl_hit,30.222
24,XAUUSDm,sell,2026-04-27T15:35:00+00:00,2026-04-27T23:35:00+00:00,4679.142,4692.869,4692.869,4637.96,13.727,internal_structure_anchor+sl_floor(13.727),0.01,8,B,sl_hit,-13.727
25,XAUUSDm,sell,2026-04-28T01:00:00+00:00,2026-04-28T02:10:00+00:00,4689.167,4676.453,4676.453,4659.167,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,sl_hit,25.428
26,XAUUSDm,sell,2026-04-28T05:00:00+00:00,2026-04-28T05:30:00+00:00,4663.261,4652.707,4652.707,4633.261,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,sl_hit,21.108
27,XAUUSDm,sell,2026-04-28T06:20:00+00:00,2026-04-28T11:35:00+00:00,4626.103,4588.055,4588.055,4568.245,19.286,internal_structure_anchor,0.01,8,B,sl_hit,38.048
28,XAUUSDm,sell,2026-04-29T07:05:00+00:00,2026-04-29T08:40:00+00:00,4579.404,4567.382,4567.382,4548.783,10.207,internal_structure_anchor,0.02,8,B,sl_hit,24.044
29,XAUUSDm,sell,2026-04-29T09:50:00+00:00,2026-04-29T10:10:00+00:00,4554.992,4566.033,4566.033,4521.868,11.041,internal_structure_anchor+sl_floor(11.041),0.02,8,B,sl_hit,-22.082
30,XAUUSDm,sell,2026-04-29T12:50:00+00:00,2026-04-29T13:40:00+00:00,4545.015,4524.889,4524.889,4510.466,11.516,internal_structure_anchor+sl_floor(11.516),0.02,8,B,sl_hit,40.252
31,XAUUSDm,sell,2026-04-29T19:20:00+00:00,2026-04-30T00:00:00+00:00,4544.736,4563.968,4563.968,4487.039,19.232,internal_structure_anchor+sl_floor(19.232),0.01,8,B,sl_hit,-19.232
32,XAUUSDm,sell,2026-05-04T15:00:00+00:00,2026-05-04T15:20:00+00:00,4561.159,4531.647,4531.647,4508.43,17.576,internal_structure_anchor+sl_floor(17.576),0.01,9,B,sl_hit,29.512
33,XAUUSDm,buy,2026-05-05T22:50:00+00:00,2026-05-05T22:55:00+00:00,4547.8195,4567.2385,4567.2385,4618.516,10.0005,aggressive_ob_boundary+sl_floor(10.000),0.03,10,A+,sl_hit,58.257
34,XAUUSDm,sell,2026-05-12T06:00:00+00:00,2026-05-12T07:55:00+00:00,4706.432,4703.7465,4703.7465,4671.904,11.509,internal_structure_anchor+sl_floor(11.509),0.02,9,B,sl_hit,5.371
35,XAUUSDm,sell,2026-05-13T12:20:00+00:00,2026-05-13T13:10:00+00:00,4687.742,4690.858,4690.858,4657.742,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,sl_hit,-6.232
36,XAUUSDm,sell,2026-05-13T14:00:00+00:00,2026-05-13T15:30:00+00:00,4676.782,4695.481,4695.481,4582.858,18.699,internal_structure_anchor,0.01,8,B,sl_hit,-18.699
37,XAUUSDm,sell,2026-05-13T17:30:00+00:00,2026-05-13T20:20:00+00:00,4690.577,4692.4,4692.4,4660.577,10.0,internal_structure_anchor+sl_floor(10.000),0.02,9,B,sl_hit,-3.646
38,XAUUSDm,sell,2026-05-15T05:00:00+00:00,2026-05-15T05:30:00+00:00,4600.113,4577.981,4577.981,4540.282,10.655,internal_structure_anchor+sl_floor(10.655),0.02,9,B,sl_hit,44.264
39,XAUUSDm,sell,2026-05-15T06:40:00+00:00,2026-05-15T07:10:00+00:00,4567.71,4584.066,4584.066,4500.541,16.356,internal_structure_anchor+sl_floor(16.356),0.01,8,B,sl_hit,-16.356
40,XAUUSDm,sell,2026-05-15T08:55:00+00:00,2026-05-15T10:05:00+00:00,4554.507,4552.937,4552.937,4500.541,14.092,internal_structure_anchor+sl_floor(14.092),0.02,9,B,sl_hit,3.14
41,XAUUSDm,sell,2026-05-15T10:15:00+00:00,2026-05-15T13:45:00+00:00,4557.246,4526.923,4526.923,4500.541,15.761,internal_structure_anchor+sl_floor(15.761),0.01,8,B,sl_hit,30.323
42,XAUUSDm,sell,2026-05-15T15:05:00+00:00,2026-05-15T17:20:00+00:00,4558.544,4558.2775,4558.2775,4500.502,19.347,internal_structure_anchor+sl_floor(19.347),0.01,8,B,sl_hit,0.2665
43,XAUUSDm,sell,2026-05-21T12:55:00+00:00,2026-05-21T13:50:00+00:00,4503.912,4506.245,4506.245,4453.399,11.912,internal_structure_anchor+sl_floor(11.912),0.02,9,B,sl_hit,-4.666
44,XAUUSDm,buy,2026-05-26T09:10:00+00:00,2026-05-26T11:15:00+00:00,4520.564,4530.585,4530.585,4550.564,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,sl_hit,20.042
45,XAUUSDm,sell,2026-05-27T06:00:00+00:00,2026-05-27T08:50:00+00:00,4495.233,4497.62,4497.62,4451.409,14.608,internal_structure_anchor,0.02,9,B,sl_hit,-4.774
46,XAUUSDm,sell,2026-05-27T10:15:00+00:00,2026-05-27T10:45:00+00:00,4479.836,4458.118,4458.118,4437.566,14.09,internal_structure_anchor,0.02,8,B,sl_hit,43.436
47,XAUUSDm,sell,2026-05-27T12:10:00+00:00,2026-05-27T12:15:00+00:00,4430.252,4446.922,4446.922,4380.242,16.67,internal_structure_anchor,0.01,8,B,sl_hit,-16.67
48,XAUUSDm,sell,2026-05-27T23:45:00+00:00,2026-05-28T01:00:00+00:00,4448.353,4458.353,4458.353,4418.353,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,sl_hit,-20.0
49,XAUUSDm,sell,2026-05-28T01:00:00+00:00,2026-05-28T01:25:00+00:00,4454.2455,4429.2845,4429.2845,4401.265,12.2245,aggressive_ob_boundary+sl_floor(12.225),0.02,10,A+,sl_hit,49.922
50,XAUUSDm,sell,2026-05-28T04:20:00+00:00,2026-05-28T05:30:00+00:00,4371.61,4386.592,4386.592,4326.664,14.982,internal_structure_anchor+sl_floor(14.982),0.02,8,B,sl_hit,-29.964
51,XAUUSDm,sell,2026-05-28T10:15:00+00:00,2026-05-28T10:55:00+00:00,4399.17,4384.979,4384.979,4366.232,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,sl_hit,28.382
52,XAUUSDm,sell,2026-06-01T03:05:00+00:00,2026-06-01T13:10:00+00:00,4517.671,4488.354,4488.354,4469.455,16.072,internal_structure_anchor,0.01,8,B,sl_hit,29.317
