ticket,symbol,direction,opened_at,closed_at,entry_price,exit_price,sl,tp,risk_price,sl_reason,lot,score,grade,reason,pnl
14,XAUUSDm,buy,2026-04-21T12:10:00+00:00,2026-04-21T12:20:00+00:00,4791.263,4781.263,4781.263,4821.263,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,sl_hit,-20.0
15,XAUUSDm,buy,2026-04-21T12:20:00+00:00,2026-04-21T12:30:00+00:00,4782.766,4772.766,4772.766,4812.766,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,sl_hit,-20.0
16,XAUUSDm,sell,2026-04-22T12:10:00+00:00,2026-04-22T13:40:00+00:00,4752.331,4756.247,4756.247,4703.435,10.0,internal_structure_anchor+sl_floor(10.000),0.02,9,B,sl_hit,-7.832
17,XAUUSDm,sell,2026-04-22T14:30:00+00:00,2026-04-23T00:15:00+00:00,4736.077,4722.325,4722.325,4668.161,14.159,internal_structure_anchor+sl_floor(14.159),0.01,8,B,sl_hit,13.752
18,XAUUSDm,sell,2026-04-23T17:00:00+00:00,2026-04-23T17:35:00+00:00,4730.76,4700.229,4718.504,4700.229,10.177,aggressive_ob_boundary+sl_floor(10.177),0.02,10,A+,tp_hit,61.062
19,XAUUSDm,sell,2026-04-24T04:15:00+00:00,2026-04-24T05:25:00+00:00,4669.263,4677.574,4677.574,4639.263,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,sl_hit,-16.622
20,XAUUSDm,sell,2026-04-24T09:20:00+00:00,2026-04-24T11:05:00+00:00,4686.622,4694.541,4694.541,4644.273,10.0,internal_structure_anchor+sl_floor(10.000),0.02,9,B,sl_hit,-15.838
21,XAUUSDm,sell,2026-04-27T14:00:00+00:00,2026-04-27T22:10:00+00:00,4694.038,4689.403,4689.403,4657.574,11.207,internal_structure_anchor+sl_floor(11.207),0.01,8,B,sl_hit,4.635
22,XAUUSDm,sell,2026-04-28T01:00:00+00:00,2026-04-28T05:05:00+00:00,4689.167,4659.167,4668.521,4659.167,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,tp_hit,60.0
23,XAUUSDm,sell,2026-04-28T06:20:00+00:00,2026-04-28T11:40:00+00:00,4626.103,4568.245,4606.377,4568.245,19.286,internal_structure_anchor,0.01,8,B,tp_hit,57.858
24,XAUUSDm,sell,2026-04-29T07:05:00+00:00,2026-04-29T09:15:00+00:00,4579.404,4577.589,4577.589,4548.783,10.207,internal_structure_anchor,0.02,8,B,sl_hit,3.63
25,XAUUSDm,sell,2026-04-29T09:50:00+00:00,2026-04-29T10:10:00+00:00,4554.992,4566.033,4566.033,4521.868,11.041,internal_structure_anchor+sl_floor(11.041),0.02,8,B,sl_hit,-22.082
26,XAUUSDm,sell,2026-04-29T12:50:00+00:00,2026-04-29T13:45:00+00:00,4545.015,4510.466,4533.159,4510.466,11.516,internal_structure_anchor+sl_floor(11.516),0.02,8,B,tp_hit,69.098
27,XAUUSDm,sell,2026-04-29T19:20:00+00:00,2026-04-30T00:00:00+00:00,4544.736,4563.968,4563.968,4487.039,19.232,internal_structure_anchor+sl_floor(19.232),0.01,8,B,sl_hit,-19.232
28,XAUUSDm,sell,2026-05-04T15:00:00+00:00,2026-05-04T16:05:00+00:00,4561.159,4508.43,4539.425,4508.43,17.576,internal_structure_anchor+sl_floor(17.576),0.01,9,B,tp_hit,52.729
29,XAUUSDm,buy,2026-05-05T22:50:00+00:00,2026-05-06T00:55:00+00:00,4547.8195,4618.516,4600.039,4618.516,10.0005,aggressive_ob_boundary+sl_floor(10.000),0.03,10,A+,tp_hit,212.0895
30,XAUUSDm,sell,2026-05-12T06:00:00+00:00,2026-05-12T11:45:00+00:00,4706.432,4705.331,4708.088,4671.904,11.509,internal_structure_anchor+sl_floor(11.509),0.02,9,B,kill_switch,2.202
31,XAUUSDm,sell,2026-05-13T12:20:00+00:00,2026-05-13T14:30:00+00:00,4687.742,4689.361,4689.361,4657.742,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,sl_hit,-3.238
32,XAUUSDm,sell,2026-05-13T17:30:00+00:00,2026-05-13T22:30:00+00:00,4690.577,4697.4,4697.4,4660.577,10.0,internal_structure_anchor+sl_floor(10.000),0.02,9,B,sl_hit,-13.646
33,XAUUSDm,sell,2026-05-15T05:00:00+00:00,2026-05-15T05:30:00+00:00,4600.113,4588.636,4588.636,4540.282,10.655,internal_structure_anchor+sl_floor(10.655),0.02,9,B,sl_hit,22.954
34,XAUUSDm,sell,2026-05-15T06:40:00+00:00,2026-05-15T07:10:00+00:00,4567.71,4584.066,4584.066,4500.541,16.356,internal_structure_anchor+sl_floor(16.356),0.01,8,B,sl_hit,-16.356
35,XAUUSDm,sell,2026-05-15T08:55:00+00:00,2026-05-15T10:10:00+00:00,4554.507,4559.983,4559.983,4500.541,14.092,internal_structure_anchor+sl_floor(14.092),0.02,9,B,sl_hit,-10.952
36,XAUUSDm,sell,2026-05-15T10:15:00+00:00,2026-05-15T14:10:00+00:00,4557.246,4542.684,4542.684,4500.541,15.761,internal_structure_anchor+sl_floor(15.761),0.01,8,B,sl_hit,14.562
37,XAUUSDm,sell,2026-05-15T15:05:00+00:00,2026-05-18T00:30:00+00:00,4558.544,4500.502,4526.105,4500.502,19.347,internal_structure_anchor+sl_floor(19.347),0.01,8,B,tp_hit,58.042
38,XAUUSDm,sell,2026-05-21T12:55:00+00:00,2026-05-21T13:50:00+00:00,4503.912,4512.201,4512.201,4453.399,11.912,internal_structure_anchor+sl_floor(11.912),0.02,9,B,sl_hit,-16.578
39,XAUUSDm,buy,2026-05-26T09:10:00+00:00,2026-05-26T11:30:00+00:00,4520.564,4520.585,4520.585,4550.564,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,sl_hit,0.042
40,XAUUSDm,sell,2026-05-27T06:00:00+00:00,2026-05-27T10:45:00+00:00,4495.233,4451.409,4473.244,4451.409,14.608,internal_structure_anchor,0.02,9,B,tp_hit,87.648
41,XAUUSDm,sell,2026-05-27T12:10:00+00:00,2026-05-27T12:15:00+00:00,4430.252,4446.922,4446.922,4380.242,16.67,internal_structure_anchor,0.01,8,B,sl_hit,-16.67
42,XAUUSDm,sell,2026-05-27T23:45:00+00:00,2026-05-28T01:00:00+00:00,4448.353,4458.353,4458.353,4418.353,10.0,internal_structure_anchor+sl_floor(10.000),0.02,8,B,sl_hit,-20.0
43,XAUUSDm,sell,2026-05-28T01:00:00+00:00,2026-05-28T02:10:00+00:00,4454.2455,4401.265,4420.721,4401.265,12.2245,aggressive_ob_boundary+sl_floor(12.225),0.03,10,A+,tp_hit,158.9415
44,XAUUSDm,sell,2026-05-28T04:20:00+00:00,2026-05-28T05:30:00+00:00,4371.61,4386.592,4386.592,4326.664,14.982,internal_structure_anchor+sl_floor(14.982),0.02,8,B,sl_hit,-29.964
45,XAUUSDm,sell,2026-05-28T10:15:00+00:00,2026-05-28T12:35:00+00:00,4399.17,4394.979,4394.979,4366.232,10.0,internal_structure_anchor+sl_floor(10.000),0.03,8,B,sl_hit,12.573
46,XAUUSDm,sell,2026-06-01T03:05:00+00:00,2026-06-01T13:20:00+00:00,4517.671,4469.455,4495.8,4469.455,16.072,internal_structure_anchor,0.02,8,B,tp_hit,96.432
